Gender,Kanji,Hiragana,Romaji
Female,西本誠代,にしもとあきよ,nishimoto akiyo
Female,大崎伸依,おおさきのぶえ,oosaki nobue
Male,古澤賢彰,ふるさわまさあき,furusawa masaki
Female,根津耀子,ねずようこ,nezu youko
Female,立花圭美,りっかきよみ,rixtsuka kiyomi
Female,田原知魅,たわらともみ,tawara tomomi
Male,石塚武市,いしつかたけし,ishitsuka takeshi
Female,石島春生,いしじまはるみ,ishijima harumi
Female,大賀馨,たいがかおる,taiga kaoru
Female,奥本佳律代,おくもとかずよ,okumoto kazuyo
Female,石井誠代,いしいあきよ,ishii akiyo
Female,前山澄重,さきやますみえ,sakiyama sumie
Female,保田粋美,やすだきよみ,yasuda kiyomi
Female,土肥神名衣,といかなえ,toi kanae
Male,藤原勤,ふじわらつとむ,fujiwara tsutomu
Female,若杉裕惟,わかすぎゆい,wakasugi yui
Male,瓜生智安,うりうともやす,uriu tomoyasu
Female,生駒真子,いこまなおこ,ikoma naoko
Female,福元智恵子,ふくもとちえこ,fukumoto chieko
Male,戸田孝弥,とだたかひさ,toda takahisa
Female,作田希季,さくたまき,sakuta maki
Female,八代梨克,はちだいりか,hachidai rika
Male,川辺大,かわべつよし,kawabe tsuyoshi
Male,石山繁央,いしやましげお,ishiyama shigeo
Female,梶原栞莉,かじわらしおり,kajiwara shiori
Female,梶田江里夏,かじたえりか,kajita erika
Male,布川弘希,ふかわひろき,fukawa hiroki
Male,高島昌志,たかしましょうじ,takashima shouji
Female,松木志津華,まつきしずか,matsuki shizuka
Male,本村浩訓,もとむらひろのり,motomura hironori
Male,粟野明正,あわのひろなお,awano hironao
Male,広沢鯛二,ひろさわたいじ,hirosawa taiji
Male,勝又政八,かつまたまさや,katsumata masaya
Male,今辰昇,いまたつのり,ima tatsunori
Male,上杉宣元,うえすぎのぶゆき,uesugi nobuyuki
Female,田端安起,たばたあき,tabata aki
Female,土橋温乃,どばしはるの,dobashi haruno
Male,梶山賢人,かじやまけんじ,kajiyama kenji
Female,田原友誉,たわらともよ,tawara tomoyo
Female,大藤章,おおふじあき,oofuji aki
Male,日吉子鉄,ひよしこてつ,hiyoshi kotetsu
Male,小河彰彦,おがわあきひこ,ogawa akihiko
Female,麻生鈴絵,あそうすずえ,asou suzue
Male,内藤広善,ないとうひろよし,naitou hiroyoshi
Female,赤石奈三子,あかいしなみこ,akaishi namiko
Male,江尻知徳,えじりかずのり,ejiri kazunori
Male,三木興志,みきこうじ,miki kouji
Female,真下起代美,ましたきよみ,mashita kiyomi
Female,大迫順美,おおさこまさみ,oosako masami
Male,橋場寿旨,はしばひさし,hashiba hisashi
Male,村本賢之,むらもとけんじ,muramoto kenji
Male,波多野左知夫,はたのさちお,hatano sachio
Female,湯川潔子,ゆかわきよこ,yukawa kiyoko
Male,小澤孝康,おざわたかやす,ozawa takayasu
Male,三田村崇昌,みたむらたかまさ,mitamura takamasa
Female,広岡友歌,ひろおかゆか,hirooka yuka
Male,伊藤孝和,いとうのりかず,itou norikazu
Female,川俣紀会,かわまたきえ,kawamata kie
Male,荒牧輝央,あらまきてるお,aramaki teruo
Female,安藤千映,あんどうちあき,andou chiaki
Male,梶高明,かじたかとし,kaji takatoshi
Female,岸本千絵,きしもとちえ,kishimoto chie
Male,永瀬健規,ながせたけのり,nagase takenori
Male,城間孝有,しろまたかとも,shiroma takatomo
Female,竹林喜満子,ちくりんきみこ,chikurin kimiko
Male,押田彰久,おしだあきひさ,oshida akihisa
Male,荻野仁雄,おぎのきみお,ogino kimio
Male,春田隆是,はるたたかゆき,haruta takayuki
Female,上島沙千代,うえじまさちよ,uejima sachiyo
Male,小柳芳張,こやなぎよしはる,koyanagi yoshiharu
Female,若狭敬江,わかさひろえ,wakasa hiroe
Female,安野安基子,やすのあきこ,yasuno akiko
Female,深川稚科子,ふかがわちかこ,fukagawa chikako
Female,牟田倫子,むたさとこ,muta satoko
Female,辻寿々乃,つじすずの,tsuji suzuno
Male,星川晃士,ほしかわあきお,hoshikawa akio
Male,関戸安岐雄,せきどあきお,sekido akio
Female,及川眞規子,おいかわまきこ,oikawa makiko
Female,的場愛衣莉,まとばあいり,matoba airi
Female,北島磨岐子,きたじままきこ,kitajima makiko
Male,桑名拓資,くわなひろし,kuwana hiroshi
Female,水戸真子,みとなおこ,mito naoko
Male,碓井明次,うすいあきつぐ,usui akitsugu
Male,桜田英晴,さくらだひではる,sakurada hideharu
Female,長清示,ちょうきよみ,chou kiyomi
Male,高井見二,たかいけんじ,takai kenji
Male,池谷亨人,いけやなおと,ikeya naoto
Male,棚橋雄造,たなはしゆうぞう,tanahashi yuzou
Male,野崎恵信,のざきけいしん,nozaki keishin
Female,原口寧子,はらぐちしずこ,haraguchi shizuko
Female,平野礼,へいやあき,heiya aki
Female,間宮総子,まみやさとこ,mamiya satoko
Female,永野政維子,ながのせいこ,nagano seiko
Male,北村一征,きたむらかずゆき,kitamura kazuyuki
Female,猪瀬智明紀,いのせちあき,inose chiaki
Male,高松広登,たかまつひろと,takamatsu hiroto
Female,板橋千絵,いたばしかずえ,itabashi kazue
Female,原島万樹子,はらしままきこ,harashima makiko
Female,青田青子,あおたせいこ,aota seiko
Male,矢崎創史,やざきそうし,yazaki soushi
Male,石森隆而,いしもりたかし,ishimori takashi
Male,村井真志,むらいなおゆき,murai naoyuki
Female,水島巳恵,みずしまみえ,mizushima mie
Female,二宮郡子,にのみやくにこ,ninomiya kuniko
Male,平沢章信,ひらさわあきのぶ,hirasawa akinobu
Female,河津襟加,かわつえりか,kawatsu erika
Female,吉山小由季,よしやまこゆき,yoshiyama koyuki
Female,関谷花純,せきやかすみ,sekiya kasumi
Male,加藤明信,かとうあきのぶ,katou akinobu
Male,向田康規,むこうだやすのり,mukouda yasunori
Female,谷沢映衣子,やざわえいこ,yazawa eiko
Female,本間文慧,ほんまふみえ,honma fumie
Female,山内真規子,やまうちまきこ,yamauchi makiko
Male,出口博朗,でぐちひろあき,deguchi hiroaki
Female,小川公美,おがわひろみ,ogawa hiromi
Female,宮永香之子,みやながかのこ,miyanaga kanoko
Female,三上佐企子,みかみさきこ,mikami sakiko
Female,堀井怜花,ほりいれいか,horii reika
Male,星野洋祈,ほしのひろき,hoshino hiroki
Male,景山好正,かげやまよしまさ,kageyama yoshimasa
Male,吉見充志,よしみあつし,yoshimi atsushi
Male,西崎岳裕,にしざきたけひろ,nishizaki takehiro
Male,安保大喜,あんぽたいき,anpo taiki
Male,矢作範雄,やはぎのりお,yahagi norio
Male,下田佑磨,しもだゆうま,shimoda yuma
Male,布川貢雄,ふかわつぐお,fukawa tsuguo
Female,藤村羽良々,ふじむらうらら,fujimura urara
Female,照井輝巳江,てるいきみえ,terui kimie
Male,幸田社史,こうだたかひと,kouda takahito
Male,川合和宗,かわいかずとし,kawai kazutoshi
Male,都築玄来,つづきげんき,tsuduki genki
Male,石岡啓輔,いしおかけいすけ,ishioka keisuke
Male,鵜沢俊傑,うざわとしひで,uzawa toshihide
Male,谷野皇冶,たにのこうじ,tanino kouji
Female,小柴砂紀子,こしばさきこ,koshiba sakiko
Male,井関厚典,いせきあつのり,iseki atsunori
Female,市原朋栄,いちはらともえ,ichihara tomoe
Female,吉沢多美,よしざわまさみ,yoshizawa masami
Female,大脇咲織,おおわきさおり,oowaki saori
Male,山谷宗明,さんこくひろあき,sankoku hiroaki
Male,茅野紳吾,ちのしんご,chino shingo
Male,三嶋功紀,みしまこうき,mishima kouki
Female,富山夏枝,とやまなつえ,toyama natsue
Male,松崎宏盟,まつざきひろちか,matsuzaki hirochika
Male,中上理志,なかがみさとし,nakagami satoshi
Female,岡島覚子,おかじまあきこ,okajima akiko
Female,伊勢奈良美,いせなおみ,ise naomi
Male,迫田拓典,さこだひろのり,sakoda hironori
Female,梶原加四子,かじわらかよこ,kajiwara kayoko
Female,松浦里紗,まつうらさおり,matsuura saori
Male,白木宏昇,しらきひろたか,shiraki hirotaka
Male,田口俊啓,たぐちとしひろ,taguchi toshihiro
Female,大村真稀,おおむらまき,oomura maki
Male,花房丈敏,はなぶさたけとし,hanabusa taketoshi
Male,鳥越麿孝,とりごえきよたか,torigoe kiyotaka
Female,磯田壽恵,いそだひさえ,isoda hisae
Male,倉持優博,くらもちまさひろ,kuramochi masahiro
Male,河西淳幸,かさいあつゆき,kasai atsuyuki
Male,清野昌朗,せいのまさあき,seino masaki
Male,黒瀬大恭,くろせひろやす,kurose hiroyasu
Male,野地禎洋,のじただひろ,noji tadahiro
Male,新野信毅,にいののぶたか,niino nobutaka
Female,丹野允理,たんのえり,tanno eri
Female,須賀加弥,すがますみ,suga masumi
Male,堀口成孝,ほりぐちまさたか,horiguchi masataka
Female,仲谷仁恵,なかやきみえ,nakaya kimie
Female,瀬尾君美,せおなおみ,seo naomi
Male,古川十三雄,ふるかわとみお,furukawa tomio
Female,木村嘉美,きむらひろみ,kimura hiromi
Male,粟野隆宏,あわのたかひろ,awano takahiro
Female,青井真喜子,あおいまきこ,aoi makiko
Male,亀谷英俊,かめやひでとし,kameya hidetoshi
Male,片平眞紀,かたひらまさのり,katahira masanori
Female,下田華乃,しもだかの,shimoda kano
Male,桑田尚人,そうでんたかひと,souden takahito
Female,嶋志鶴子,しましずこ,shima shizuko
Male,小村昂彦,こむらあきひこ,komura akihiko
Male,津野晃喜,つのあきよし,tsuno akiyoshi
Female,神戸智葉,こうべともよ,koube tomoyo
Male,榊則夫,さかきのりお,sakaki norio
Female,武藤比佐子,むとうひさこ,mutou hisako
Female,伴英梨子,ともえりこ,tomo eriko
Female,藤永郊子,ふじながさとこ,fujinaga satoko
Male,田所將展,たどころまさのぶ,tadokoro masanobu
Female,荒牧恋奈,あらまきれな,aramaki rena
Male,松山尚幸,まつやまなおゆき,matsuyama naoyuki
Female,松崎梨華子,まつざきりかこ,matsuzaki rikako
Female,新村功三子,にいむらくみこ,niimura kumiko
Male,樋口孔明,ひぐちのりあき,higuchi noriaki
Male,西森春一,にしもりしゅんいち,nishimori shunichi
Male,江田嵩宜,えだたかよし,eda takayoshi
Female,吉澤理美,よしざわさとみ,yoshizawa satomi
Male,蜂谷忠,はちたにあつし,hachitani atsushi
Male,尾関晶広,おぜきあきひろ,ozeki akihiro
Female,大野梨枝子,おおのりえこ,oono rieko
Male,柳沼博親,やぎぬまひろちか,yaginuma hirochika
Male,大賀竜法,たいがたつのり,taiga tatsunori
Male,杉崎純幸,すぎさきまさゆき,sugisaki masayuki
Male,大嶋公男,おおしまきみお,ooshima kimio
Female,桑名吏香,くわなさとこ,kuwana satoko
Male,遊佐寿謙,ゆさのぶあき,yusa nobuaki
Male,高崎尚博,たかさきなおひろ,takasaki naohiro
Female,磯田恵理嘉,いそだえりか,isoda erika
Female,永松千沙斗,ながまつちさと,nagamatsu chisato
Male,西本眞一,にしもとまさかず,nishimoto masakazu
Female,碓井衣里,うすいえり,usui eri
Male,森野高歩,もりのたかゆき,morino takayuki
Female,井藤玲江,いふじさちえ,ifuji sachie
Male,中條温資,ちゅうじょうあつし,chuujixyou atsushi
Male,新智諒,しんともあき,shin tomoaki
Female,島袋穣子,しまぶくろあきこ,shimabukuro akiko
Male,川村利典,かわむらとしのり,kawamura toshinori
Male,藤田紀世人,ふじたきよと,fujita kiyoto
Female,錦織孔美子,にしおりくみこ,nishiori kumiko
Female,井上麗羅,いのうえれいら,inoue reira
Male,西岡亮英,にしおかあきひで,nishioka akihide
Male,渡邉允孝,わたなべまさたか,watanabe masataka
Male,野村武留,のむらたける,nomura takeru
Female,村川紫野,むらかわしの,murakawa shino
Female,奥野優美恵,おくのすみえ,okuno sumie
Female,滝川茉緒,たきがわまお,takigawa mao
Male,村越具之,むらこしともゆき,murakoshi tomoyuki
Male,君島威郎,きみじまたかお,kimijima takao
Male,江本真和,えもとまさかず,emoto masakazu
Male,須崎大我,すざきたいが,suzaki taiga
Male,石坂宜亮,いしざかのりあき,ishizaka noriaki
Male,小暮幸誠,こぐれこうせい,kogure kousei
Female,杉野亜佳弥,すぎのあかね,sugino akane
Male,柘植唯裕,つげただひろ,tsuge tadahiro
Male,津久井峰之,つくいたかゆき,tsukui takayuki
Male,湯本太士,ゆもとたいし,yumoto taishi
Female,平間春瑠美,ひらまはるみ,hirama harumi
Female,八木杏季子,やぎあきこ,yagi akiko
Female,沢那々枝,さわななえ,sawa nanae
Male,小浜豊規,おばまかずのり,obama kazunori
Male,岩倉壮章,いわくらたけあき,iwakura takeaki
Female,西森彩都美,にしもりさとみ,nishimori satomi
Female,中根梨香,なかねりか,nakane rika
Female,岩間智美,いわまともみ,iwama tomomi
Female,谷津珂代子,やつかよこ,yatsu kayoko
Male,吉崎堅登,よしざきけんと,yoshizaki kento
Male,山地琢児,さんちたくじ,sanchi takuji
Female,丸尾加菜枝,まるおかなえ,maruo kanae
Female,飯田祥美,いいだきよみ,iida kiyomi
Male,関戸真咲也,せきどまさや,sekido masaya
Female,白石邑子,しろいしさとこ,shiroishi satoko
Male,山崎仁彦,やまざきまさひこ,yamazaki masahiko
Female,堀川歌謡子,ほりかわかよこ,horikawa kayoko
Male,宮伊左雄,みやいさお,miya isao
Male,竹之内季晃,たけのうちひであき,takenouchi hideaki
Female,品田雅世子,しなだかよこ,shinada kayoko
Female,四方知馨子,しほうちかこ,shihou chikako
Female,篠原暁美,しのはらさとみ,shinohara satomi
Female,今田楠緒子,いまだなおこ,imada naoko
Female,土居住栄,どいすみえ,doi sumie
Female,菅沼千咲子,すがぬまちさこ,suganuma chisako
Male,島崎計浩,しまざきかずひろ,shimazaki kazuhiro
Female,向井英魅,むかいひでみ,mukai hidemi
Male,村中啓思,むらじゅうけいし,murajuu keishi
Male,仁木裕介,にきひろすけ,niki hirosuke
Female,島津朝陽,しまずともよ,shimazu tomoyo
Male,増井公佳,ますいまさよし,masui masayoshi
Male,峰秀幸,みねひでゆき,mine hideyuki
Female,日比野輝子,ひびのきょうこ,hibino kyouko
Male,松下徳朗,まつしたのりあき,matsushita noriaki
Female,冨永枝奈,とみながえな,tominaga ena
Male,本郷素彦,ほんごうもとひこ,hongou motohiko
Male,小沼宏喜,こぬまひろき,konuma hiroki
Male,村本敏真,むらもととしまさ,muramoto toshimasa
Female,波多野瑛理奈,はたのえりな,hatano erina
Female,津村恵莉,つむらえり,tsumura eri
Female,横田珠穂,よこたあきほ,yokota akiho
Male,国分剛央,こくぶたかお,kokubu takao
Male,浦嘉将,うらよしまさ,ura yoshimasa
Female,所杏佳子,ところりかこ,tokoro rikako
Female,鷲見継未,すみつぐみ,sumi tsugumi
Male,川口則弘,かわぐちのりひろ,kawaguchi norihiro
Female,大滝勝美,おおたきますみ,ootaki masumi
Female,久松可余子,ひさまつかよこ,hisamatsu kayoko
Male,足立眞和,あだちまさかず,adachi masakazu
Male,小関誠明,こせきのぶあき,koseki nobuaki
Female,高柳旨緒理,たかやなぎしおり,takayanagi shiori
Female,畠山季見子,はたけやまきみこ,hatakeyama kimiko
Female,中滋寿香,なかしずか,naka shizuka
Female,小峰依梨菜,こみねえりな,komine erina
Female,大下徳利子,おおしたえりこ,ooshita eriko
Female,安本理愛子,やすもとりえこ,yasumoto rieko
Female,石崎聡知子,いしざきさちこ,ishizaki sachiko
Male,古沢光嗣,ふるさわひろし,furusawa hiroshi
